fname,summary
test_195,#Person1#은 로스앤젤레스 출신의 미국인을 #Person2#와 함께 앉힌다. 그들은 여행으로 왔고 음료를 더 가져다 줄 것이다.
test_196,#Person2#는 여름방학 동안 경영학 수업을 듣고 삼촌 회사에서 파트타임으로 일할 것이다. #Person1#은 #Person2#에게 직업에 대해 진지하게 생각해 보라고 말한다.
test_197,메리는 #Person1#에게 정원 문 근처의 커다란 나뭇가지에 부딪혀 차 사고를 당했다고 말한다.
test_198,"#Person2#는 #Person1#에게 회사에 6년 동안 있었지만 지금은 더 열정적이라고 말합니다. 일하는 시간이 늘어났고, 새로운 기술을 배울 수 있게 되었습니다."
test_199,#Person1#은 당좌예금 계좌를 개설하고 싶어합니다. #Person2#는 #Person1#에게 은행에서 돈을 인출할 수 있다고 알려줍니다.
test_200,#Person1#은 중국 요리를 먹고 싶어합니다. #Person2#는 전취덕 식당을 추천하고 #Person1#에게 그곳의 음식에 대해 알려줍니다.
test_201,#Person2#는 양모가 배송이 느리다고 걱정하고 있습니다. #Person1#은 #Person2#에게 오클랜드에 전화하여 주문 물량을 싣는 데 동의했습니다.
test_202,#Person1#이 독서등을 깨뜨렸습니다. #Person2#는 #Person1#에게 양식을작성하라고 요청합니다.
test_203,"#Person1#은 #Person2#에게 2006 회계 연도 마케팅 계획의 첫 번째 목표, 즉 더 젊은 소비자 집단에 호소하고 해외 시장에서 배송을 두 배로 늘리는 것을말해줍니다. 그 후 데이터를 보면서 고려해야 할 세 가지가 있습니다."
test_204,"#Person2#는 휴가 동안 유럽을 여행할 계획이고, #Person1#에게 어디로 갈 것인지 알려줍니다."
test_205,"지미 폭스씨는 중형 차량 예약을 했지만 #Person1#은 현재 그에게 남아 있는 것이 없다고 말합니다. 지미씨가 컴팩트나 SUV를 원한다고 말하자, #Person2#는그의 보험료와 대여료에 대해 할인해 줍니다."
test_206,#Person1#은 카드 게임을 하고 싶어하지만 #Person2#는 #Person1#에게 소리 내지 말라고 경고한다.
test_207,앤은 존스 씨에게 커피를 만들어 달라고 요청하고 이번 주에 어떤 회의가 있는지 알려줍니다.
test_208,"#Person2#는 지리 수업을 위해 세계 지도를 보고 있고, #Person1#은 그것이 흥미롭다고 생각한다."
test_209,#Person2#는 금연 방에서 담배 냄새를 참을 수 없어서 체크인을 변경하고 싶어합니다.
test_210,빌은 #Person1#에게 존 샘슨이 젖은 시멘트 위를 걸어갔을 때 공지 없이 그것을 두고 가면 안 된다고 말한다.
test_211,벤이 엘라에게 작별 인사를 합니다. 엘라는 다음 주에 전화할 예정입니다.
test_212,짐은 빌에게 딕이 이탈리아에서 돌아온 후로 아팠다고 말한다.
test_213,"#Person2#는 #Person1#에게 최저임금으로 일하고 있으며 야근에 대한 추가 급여를 주지 않는다고 말한다. 또한 생산성이 가장 높은 직원에게는 연말 보너스가 있지만, 이는 큰 동기부여가 되지 않는다."
test_214,"리사는 #Person1#에게 남편 마크가 그녀를 속이고 있다는 것을 알게 되었다고 말한다. 그 남자는 처음에는 일하는 사람이라고 말했지만, 나중에 작은 실수로 인정했다."
test_215,#Person2#는 의사가 #Person2#에게 너무 많이 먹고 있다고 말했다고 말했습니다.
test_216,"#Person1#은 #Person2#에게 자신의 마음을 털어놓았고, 이제 어디든 갈 수 있다고 말한다."
test_217,"#Person2#는 #Person1#에게 도서관 이용 방법을 알려주고, 한 번에 두 권의 책만 대출할 수 있다고 말합니다."
test_218,"#Person1#과 #Person2#는 오늘의 좋은 날씨에 대해 이야기하고 있습니다. 그들은 점심을 먹기로 결정하고, 햇빛이 비치고 시원한 바람이부는 봄날씨가 좋다고 생각합니다."
test_219,#Person1#은 #Person2#에게 박물관에서 사진을 찍을 수 없다고 알리고 카메라를 돌려달라고 요청합니다.
test_220,"#Person1#은 개인 대출에 대해 국내에서 가장 낮은 이자율을 자랑하고 있습니다. #Person2#는 신용 점수가 매우 낮기 때문에, #Person1#의 도움으로 48개월 동안 연이율 10%로 만 달러를 빌리려고 합니다."
test_221,모니카는 #Person1#에게 그녀의 발표가 매우 성공적이었다고 말한다. 그 후 #Person2#은 모니카를 격려한다.
test_222,톰은 아침에 달리는 것을 좋아하지만 충분히 일찍 일어나지 못한다. #Person2#는 그에게 내일 같이 달리기를 제안한다.
test_223,#Person2#는 #Person1#에게 일본 레스토랑의 메뉴와 영업 시간을 알려줍니다.
test_224,#Person1#은 심슨 씨에게 점심 식사를 제안합니다. 그들은 목요일 12시 30분에 갈 예정입니다.
test_225,"#Person1#은 데이트를 레스토랑에 데려가고 싶어합니다. #Person2#는 #Person1#에게 호텔에만 있고 싶지 않다고 말하고, 그래마시 타번의 테이블을 예약해달라고 요청했습니다."
test_226,#Person2#는 #Person1#에게 팁을 받지 않는다고 말합니다.
test_227,"#Person2#는 #Person1#에게 #Person2#의 나라에서 스포츠에 대한 몇 가지 질문을 하고, 많은 사람들이 축구와 농구를 좋아하고 있다고 말합니다. 그들은 또한 다양한 종목에대해 이야기합니다."
test_228,#Person1#은 #Person2#가 이번 달 23일에 핀란드로 가는 가장 저렴한 비행기를 예약하는 데 도움을 줍니다.
test_229,#Person1#은 #Person2#에게 할머니를 방문할 예정이라고 말합니다.
test_230,#Person2#는 #Person1#에게 호주에 가고 싶다고 말합니다.
test_231,"로라는 #Person1#에게 헬스장에 가는 이유가 여성들이 주로 건강을 위해 운동하기 때문이라고 말한다. #Person2#는 정기적으로 걷는 반면, 로라의 경우에는 가끔 혼자 수영하거나 자전거를 탄다."
test_232,"#Person2#는 #Person1#에게 시카고에서 태어났다고 말하고, 그 후에 유럽으로 여행을 갔다고 말한다."
test_233,#Person1#은 #Person2#에게 #Person1#의 새로운 정장을 백화점에서 샀다고 말합니다.
test_234,"앤이 마사 자전거 클럽의 회장인 로빈을 인터뷰합니다. 앤은 산호수 사이클링 투어에 대해 설명하고, 그들은 올해 1,200명의 사이클리스트가 참가한다고 말합니다."
test_235,#Person1#은 애퍼티프를 주문하고 젓는 것을 추천합니다.
test_236,"에릭은 지난 주말에 번지 점프를 했고, 그것이 그에게 잘 맞는다고 생각한다. 하지만 그녀는 지갑을 잃어버린 것 같다."
test_237,"#Person1#은 제2차 세계 대전에 대한 정보를 찾고 싶어합니다. #Person2#는 #Person1#에게 노르망디 상륙작전을 검색하라고 조언하고, 관심이 생기면 도서관에가 볼 것이라고 말합니다."
test_238,#Person1#은 #Person2#에게 웨이트와 유산소 운동으로 좋은 체형을 갖고 싶다면 무게를 조금 줄이는 것이 좋다고 조언한다.
test_239,"#Person2#는 #Person1#에게 캠퍼스 내에 학생들을 위한 주차 구조물을 찾을 수 있으며, 지금은 가득 차 있지 않다고 말합니다."
test_240,"에밀리와 수잔은 미국에서 받는 첫 번째 급여에 대해 이야기한다. 에밀리는 #Person1#에게 FICA, SUI Y 세금과 주 소득세를 설명하고 그들이 가져가는 금액이 작은 양이라고 말한다."
test_241,#Person1#은 기계로 물건을 어떻게 사는지 알고 싶어합니다. #Person2#는 #Person1#에게 돈이 슬롯에 잘 넣어지도록 하고 자판기가 신뢰할 수 없다고 말합니다.
test_242,#Person2#는 태국에 있는 여자친구를 만나러 가려고 한다. #Person1#은 #Person2#가 인터넷을 통해 그들과 매우 친밀한 관계라는 것을알게 된다.
test_243,케이트가 제임스의 방에 와서 새 가구를 사고 장식을 다시 하기 위해 많은 돈이 들었다고 말한다.
test_244,"빌은 #Person1#에게 아침 식사 전에 조깅을 하고, 점심시간에는 30분 동안 체육관에서 운동하고 엘리베이터를 이용하지 말라고 말한다. 그리고 댄스 수업 시간이라고 말하고 그는 그것을한다."
test_245,마르켓은 #Person1#에게 올해 졸업하려면 과학 과목에 등록해야 한다고 말합니다.
test_246,"팀은 #Person1#에게 팀의 프로젝트와 더욱 친환경적인 삶을 어떻게 이끌어갈 것인지에 대해 이야기하고, 그 주제를 선택한 이유를설명한다."
test_247,#Person1#은 토니에게 쇼핑 센터의 장난감 부서에서 일하고 있기 때문에 피곤하다고 말한다. 그 이유는 아이들을 위한 선물을 파는 일이 너무 불쾌해서이다.
test_248,"빌은 다이어트 중이기 때문에 생일 케이크를 먹지 못한다. 수는 자신이 알레르기 반응을 피하기 위해 노력하고 있다고 말하고, 그 대신 빌에게 샐러드와 수프가 있는 식당으로 가라고 요청한다."
test_249,#Person2#는 여름 옷을 찾고 있습니다. #Person1#은 #Person2#에게 20% 할인된 가격으로 티셔츠와 치마를 판매합니다.
test_250,#Person2#는 #Person1#의 국제선 티켓 예약을 재확인하지 않아 취소되었습니다.
test_251,"#Person1#은 이준에게 부활절에 가족과 함께 교회를 방문하고, 어른들이 이것들을 숨기는 동안 아이들은 집에서 기다리라고 말한다."
test_252,"#Person1#과 #Person2#는 토니의 나쁜 습관에 대해 이야기하고 있다. #Person1#은 그가 이성적이지 않다고 생각하고, 인내심을 가지고 아이를 대하라고 제안한다."
test_253,"#Person1#은 #Person2#에게 줄리와 알렉스가 결혼할 것이라고 말하고, 그들은 파티를 준비하고 있다고 말한다. 하지만 #Person1#의 친구 중 한 명이 이혼한다면,#Person2#는 그녀의파티에 가는 걸 신경 쓰지 않는다."
test_254,#Person2#는 투표용지를 어디서 받아야 할지 모르기 때문에 #Person1#에게 도움을 청합니다.
test_255,"#Person1#은 #Person2#에게 회사가 곧 인력을 줄일 예정이라고 말한다. 조지는 아첨꾼이고, 앤디는 시부모와 관련이 있으며 리사는 연애를 하고 있다고 한다."
test_256,#Person1#과 #Person2# 모두 중국 스타일 이혼이라는 영화를 보고 있다. 그들은 최근 결혼률이 계속 상승하는 것에 대해 이야기한다.
test_257,주디는 #Person1#에게 여행 일정에 따라 교통비와 호텔 비용이 많이 든다고 말한다.
test_258,#Person1#은 #Person2#에게 메리가 제로드와 결혼했다고 말한다.
test_259,#Person2#가 지갑을 잃어버렸다. #Person1#은 #Person2#에게 50달러를 빌려주고 도서관에 가자고 제안한다.
test_260,"#Person1#은 머피 뮤직과 U-튠즈가 합병할 것이라는 뉴스를 #Person2#에게 전하고, 그들은 경쟁이 너무 치열해서 그렇지 않다고 생각합니다."
test_261,조는 톰에게 새로운 비서가 도움이 많이 된다고 말한다.
test_262,"사라는 #Person1#에게 밥이 자신의 제안을 듣지 않고 계속 싸우기만 해서 화가 났다고 말한다. 그는 회의가 효율적이지 않았다고 생각하며, 짧고 간결하게 말해야 한다고 조언한다."
test_263,"#Person2#는 #Person1#에게 무슬림들이 한 번은 하즈를 가야 한다고 믿고, 매년 너무 많은 사람이 그것을 가기 때문에 사고가 자주 일어난다고 말한다. 프랑스의 루르드에는 치유된 이야기가많다."
test_264,테드가 제니에게 반했다는 것을 알게 된다. 마이크는 테드를 위로하지만 테드는 거절당할 수도 있다고 생각하고 어떻게 말해야 할지 모른다.
test_265,"#Person2#는 #Person1#에게 화가 날 때 어떻게 하는지, 그리고 화를 풀기 위해 어떤 것을 사용하는지에 대해 설명합니다."
test_266,"#Person2#는 #Person1#에게 뉴질랜드에 있는 가족이 #Person2#의 삼촌 빌, 그리고 그들과 함께 여행하고 있다고 말한다."
test_267,#Person1#은 스튜어트 씨가 도시 마라톤에서 우승한 것을 축하합니다.
test_268,"#Person2#는 아이들과 아내를 위한 선물을 고르고 싶어합니다. #Person1#은 #Person2#에게 미국에서 온 5켤레의 운동화에 대해 이야기하고, 면세점에서는 총 구매액이 300달러가 넘을 수 없다고 말합니다."
test_269,#Person1#은 영국에 전화를 걸어야 하는데 로밍 요금을 감당할 수 없다. 홍과 #Person2#는 현지 SIM 카드로 해결한다.
test_270,브라운 씨는 #Person1#에게 자신의 능력과 경험에 따라 월급을 결정할 수 있다고 말합니다.
test_271,"#Person1#과 #Person2#는 배리에 대해 이야기하고 있다. 그들은 자신들이 생각하는 것만큼 낯을 가리지는 않지만, 밖에 나가서 새로운 친구들을 사귀는 걸 좋아한다."
test_272,"#Person1#은 집을 사고 싶어합니다. #Person2#는 #Person1#에게 몇 가지 정보를 알려주고, 그들은 호수 근처의 중간 크기 방 세 개와 화장실 2개가 있는 ABC 학군에 머무를 것입니다."
test_273,#Person1#은 그랜트 씨에게 샘플들을 여기에 남겨 두고 가라고 요청합니다.
test_274,#Person2#는 #Person1#에게 PHS에서 Sons까지 가는 버스를 어떻게 타야 하는지 알려줍니다.
test_275,이 씨가 워드 여사님을 집까지 태워다 줍니다.
test_276,#Person1#은 #Person2#의 어깨를 엑스레이로 찍어보고 진단을 내립니다.
test_277,셸리는 IBA의 고객 서비스실에 전화하여 국제 신용 카드를 잃어버렸다고 말합니다. #Person1#은 셸리에게 FRCM 일부 세부 사항을 도와줄 것입니다.
test_278,#Person1#은 #Person2#에게 전화를 뽑아 놓고 저녁 시작을 준비하라고 요청한다.
test_279,"#Person2#는 중국 음식을 먹고 싶어합니다. #Person1#은 #Person2#에게 앞에 있는 테이블에서 식사하라고 요청하고, 두유 한 잔과 2인분의 소고기를 주문합니다"
test_280,#Person1#과 #Person2#는 식기를 가져오고 줄을 섭니다. 그들은 곧 차례가 올 것입니다.
test_281,#Person1#은 루시에게 스탠리가 노래하는 것을 듣고 싶다고 말한다. 루시는 #Person1#의 요청에 따라 엘비스를 틀어준다.
test_282,#Person2#는 홈 비디오 플레이어가 영화관을 대체하여 엔터테인먼트 사업에서 퇴출시킬 것이라고 생각하지 않습니다.
test_283,#Person1#과 #Person2#는 봄에 입을 가벼운 갈색 드레스와 노란색이나 초록색을 선택했습니다.
test_284,조슈아의 아빠는 매주 토요일마다 조슈아에게 돈을 갚으라고 요청한다. 조슈아는 은행에 가는 대신 비밀 금고에서 일부를 저금할 것이다.
test_285,"#Person2#는 #Person1#에게 마이크의 생일 파티 초대장을 받았다고 말하고, 일 끝나고 차를 타고 갈 것이라고 말한다."
test_286,#Person2#는 #Person1#이 소포를 우등 우편으로 보내는 데 도움을 줍니다.
test_287,"#Person2#는 #Person1#에게 지진이 세계에서 가장 심각한 자연 재해 중 하나라고 말하고, 중국은 긴 역사 동안 수많은 파괴적인 진앙에 시달렸음을 설명합니다."
test_288,"#Person1#과 #Person2#는 날씨에 대해 이야기하고 있습니다. #Person1#은 습하고 추운 것을 견디기 힘들고, 반면에#Person2#의 사람들은 이런 따뜻한 기후를 좋아합니다."
test_289,#Person1#과 #Person2#는 배구 경기 후에 올림픽 기념품 가게를 방문할 예정입니다. #Person1#은 가족들에게 줄 선물을 사고 싶어합니다.
test_290,#Person1#은 양이 많은 음식을 요리하기 때문에 무거운 16인치 알루미늄 팬을사고 싶어합니다. #Person2#는 #Person1#에게 가벼운 나무 핸들이 달려 있고 뚜껑도 포함되어 있다고 알려줍니다.
test_291,#Person1#과 #Person2#는 퇴근 후에 만날 예정입니다.
test_292,"베커 씨는 #Person1#에게 워싱턴의 공무원들이 일을 즐기는 이유를 설명합니다. 그들은 정부 서비스가 보람 있고 안정적인 경력을 만들 수 있다고 생각하며, 급여와 근로조건이 매력적이어야 한다고 말합니다."
test_293,"피트는 베이징 사무소에서 1년 넘게 근무한 헨리 존슨을 만나고, 그들은 서로를 소개하고 오늘 저녁의 계획에 대해 이야기합니다."
test_294,줄리의 존스 선생님은 줄리에게 식중독 때문에 몸이 좋지 않다고 말한다. 줄리는 그 이유가 식당에서 프라이드 치킨을 사서 먹은 것이라고 생각한다.
test_295,마이크의 엄마는 마이크에게 오늘 저녁에 친구들이 올 예정이라고 말한다. 그들은 음료를 준비하고 과일과 바나나가 남아 있는 사과만 사올 것이다.
test_296,#Person1#과 #Person2#는 베를린으로 가는 긴 버스 여행에 대해 이야기하고 있다. #Person1#은 비행기보다 친환경적이라는 이유로 이 길을 택했지만 너무 피곤해 보인다.
test_297,"#Person2#는 #Person1#에게 이 일을 맡게 되면 주말에도 일해야 한다고 말하고, #Person2#가 외국어를 할 줄 안다고 말합니다."
test_298,"지미는 에이미에게 어제 제니와 빌이 지미를 소풍에 초대해서 늦게 왔다고 말한다. 그들은 베이하이 공원으로 가서 강가에서 점심을 먹고, 강가를 따라 산책하고 그곳의 아름다운 경치를봤다."
test_299,피터는 #Person1#에게 정원에 물을 주는 것이 너무 건조하다고 말한다. 그래서 그들은 혼자 차를 마시기로 결정한다.
test_300,#Person1#은 켄이 돌아오면 비상 회의를 소집할 것입니다. #Person2#는 주문을 잊어선 안 됩니다.
test_301,#Person1#은 #Person2#가 편지에 붙일 우표를 구입하는 데 도움을 줍니다.
test_302,#Person1#은 스미스 씨에게 항생제와 크림을 처방하고 약국에서 할인 받을 수 있다고 알려줍니다.
test_303,#Person1#은 #Person2#에게 천 가지가 넘는 다양한 중국 예술과 공예품을 집으로 가져갈 수 있도록 도와줍니다.
test_304,#Person1#은 #Person2#에게 에펠탑이 1889년에 지어졌으며 1930년까지 세계에서 가장 높은 구조물이라고 말합니다.
test_305,브라이언은 #Person1#에게 미국에 3주 동안 있었고 아내와 함께 있다고 말했다.
test_306,#Person1#은 #Person2#에게 그가 한 시간 전에 여기 있었던 것을 걱정하고 있다고 말합니다.
test_307,#Person1#은 #Person2#가 그것을 하면 큰 문제에 휘말릴 것이라고 생각한다.
test_308,#Person1#은 #Person2#에게 존이 일주일에 일곱 번 그녀와 데이트를 한다고 말한다.
test_309,"#Person1#과 #Person2#는 런던에서 역사적 인물들을 보고 싶어합니다. 그들은 넬슨 기둥이 있는 웨스트민스터 대성당, 보아디케아의 동상 같은 유명한 성과 감옥을 방문하는 것에 대해 이야기하고 있습니다."
test_310,"다니엘은 #Person1#에게 자신이 가장 좋아하는 과목에 대해 이야기하고, 과학을 통해 주변의 세계를 더욱 명확하게 알 수 있다고 말한다."
test_311,"#Person1#은 베이비 샤워를 준비하고 있다. #Person2#는 #Person1#에게 선물을 보여주고, 그 후에 베티와 칼라가 준 모든 것들을 확인한다."
test_312,#Person1#은 중국에 관광하러 가고 싶지만 #Person2#는 지금 바쁘다.
test_313,팀은 카렌에게 이야기를 하게 되어 즐거웠다고 말한다.
test_314,"#Person2#는 어제 밤에 마이클을 만나러 갔고, 그가 새로운 오토바이를 샀다고 #Person1#에게 말한다. #Person2#은 자전거를사고 싶어한다."
test_315,"#Person2#는 #Person1#에게 #Person2#가 중국어와 영어, 프랑스어를 할 수 있다고 말합니다."
test_316,낸시의 여동생이 타일러네에게 앤디가 전화했다고 메시지를 전하라고 요청합니다.
test_317,#Person2#는 #Person1#에게 뉴욕행 513편 비행기가 취소되었다고 알리고 다른 항공사로 예약하는 데 도움을 줍니다.
test_318,#Person1#과 #Person2#는 버거퀸에 가서 치즈버거와 밀크쉐이크를 먹고 있다. 그들은 음식을 주문하기 위해 기다려야 한다는 것에대해 이야기한다.
test_319,#Person1#은 #Person2#의 초과 수하물 요금을 징수하기 위해 취약한 물품 표시를 달아줍니다.
test_320,#Person1#은 목이 말라 죽을 것 같아서 #Person2#에게 물을 마시러 가자고 제안합니다.
test_321,왕 묘가 매니저 량에게 그린 씨의 일정 변경에 대해 전화를 합니다.
test_322,#Person1#은 #Person2#에게 30사이즈의 유광 가죽 신발 한 켤레를 구매합니다.
test_323,벤자민은 프로젝트 보고서를 어떻게 써야 할지 모른다. #Person2#는 그가 워커홀릭이라는 것을 잊고 있다고 생각한다.
test_324,"#Person1#은 마티에게 중간 사이즈 피자 두 개를 무료로 제공하지만, #Person2#는 너무 많은 것을 원하지 않는다. 그래서 #Person1#의 도움으로 해산물과 도우는 얇게 하되 30분 내에 배달되지 않으면 할인이 적용되는 특별 메뉴를선택한다."
test_325,"#Person1#은 #Person2#의 도움으로 새우 칵테일과 토마토 수프, 양파 스테이크와 블랙 커피를 주문합니다."
test_326,#Person1#은 #Person2#에게 집의 시설을 소개합니다.
test_327,"#Person2#는 #Person1#에게 스테레오의 앞면에 큰 긁힘이 있다고 말합니다. 이것은 #Person2#가 구매할 때 상품을 확인하지 않아서 생긴 것이라고 설명하지만, 실제로는 사람들이 들을 수 있고 버스나 지하철에서 창피하다고 생각합니다."
test_328,"#Person1#은 내년 기숙사 보증금을 아직 내지 않았다. #Person2#는 캠퍼스 밖에서 살고 싶지만 비용이 더 많이 들 것이라고 생각하고, #Person1#의 제안에 동의한다."
test_329,#Person1#과 #Person2#는 중고 서점을 둘러보고 있다. #Person1#은 75센트짜리 이야기를 보고 그 책이 더 나은 구매라고 생각한다.
test_330,#Person1#은 베이징 맛있는 레스토랑에서 #Person2#를 중앙 테이블로 안내하고 음식을 주문합니다.
test_331,#Person1#은 아들이 편지를 받게 하고 싶어합니다. #Person2#는 #Person1#에게 공인 우편이나 등기 우편의 방법을 알려줍니다.
test_332,톰이 샐리에게 보낸 편지를 읽어 달라고 요청한다. 샐리는 톰의 결혼 후 처음으로 도시에 방문하게 될 것이라고 말한다.
test_333,#Person1#은 도서관의 컴퓨터에 접근하는 데 어려움을 겪고 있습니다. #Person2#는 동의합니다.
test_334,#Person1#과 #Person2#는 가을이 아름다운 날이라고 생각합니다. 그들은 이번 주말에 소풍을 가고 싶지만 비가 올 것 같습니다.
test_335,#Person2#는 #Person1#이 컴퓨터에 대한 일반적인 정보를 찾는 데 도움을 줍니다.
test_336,#Person2#는 혼자 프렌치 가든 레스토랑에 왔습니다. #Person1#은 #Person2#에게 음료를 주문하는 데 도움을 줍니다.
test_337,"#Person2#는 #Person1#에게 레모네이드와 바비큐 윙, 베이비 백 립을 주문하도록 요청합니다."
test_338,"#Person2#는 저녁식사와 함께 물, 디저트를 주문하려고 합니다."
test_339,#Person2#는 #Person1#에게 에릭이 #Person2#를 데이트에 초대하면 어떻게 대답할 것인지 물어봅니다.
test_340,잭이 #Person1#에게 자신의 새 강아지 사진을 보여준다.
test_341,"#Person1#은 톰에게 새 자전거를 사준 제인 이모가 좋다고 생각하지만, #Person1#의 엄마는 교통체증을 피하기 위해 큰 차와 비행기를 사고 싶어한다."
test_342,#Person1#은 #Person2#가 치마를 고르는 것을 도와줍니다.
test_343,"#Person2#는 #Person1#에게 #Person2#의 도시가 200년 전만 해도 그저 보잘것없는 작은 마을이었지만, 빠르게 주요 산업 중심지로 성장했다고 말합니다."
test_344,"#Person1#과 #Person2#는 세계 지도자들이 대기 오염 문제를 해결하기 위해 행동 계획에 동의하길 바랍니다. 그들은 기후 변화와 과도한 농업으로 인한 아프리카의 사막화, 그리고 환경 개선 프로젝트 참여 등 여러 가지 이유로 지구 온난화 현상을 언급합니다."
test_345,"#Person1#은 데니스에게 채팅방에서 사람들과 많은 시간을 보내고 있으며, 새로운 온라인 친구를 사귀고 있다고 말한다. #Person2#는 #Person1#에게좋은 의사를찾을 것이라고 조언한다."
test_346,"네이선은 엄마에게 시카고로 연습하러 갈 준비가 되었다고 말하고, 큰 신문사에서 일하는 것에 대해 걱정하지 않는다고 말한다. 그녀는 호기심이 많고 사교적이기 때문에,직장에서의 훈련을 받을 수 있다."
test_347,#Person2#는 3일 동안 토요타 캐롤라를 렌트하고 싶어합니다. #Person1#은 #Person2#에게 차의 색상을 선택할 수 있다고 알려줍니다.
test_348,"#Person2#는 UN 건물과 브로드웨이로 걸어가서 영화나 드라마를 보는 것을 추천합니다. #Person1#은 뉴욕의 대학교와 그들이 제공하는 과정에 대해 알고 싶어하며, #Person2#에게 도시 지도를줍니다."
test_349,#Person2#는 #Person1#에게 필름을 현상하는 데 6시간이 걸린다고 말합니다.
test_350,#Person1#의 비행기가 폭우 때문에 지연되었습니다. #Person2#는 #Person1#에게 날씨가 곧 변화할 것이라고 알려줍니다.
test_351,#Person2#는 #Person1#에게 지도에서 베이징 대학교로 가는 길을 알려줍니다.
test_352,"#Person2#는 #Person1#에게 신문에 나쁜 소식이 많다고 말하고, 날씨와 스포츠 란을 소개합니다."
test_353,#Person1#은 컴퓨터 게임이 너무 폭력적이기 때문에 싫어한다. #Person2#는 #Person1#에게 그것들이 괜찮다고 말한다.
test_354,"#Person1#과 짐은 저녁 식사 후에 맥주를 마시는 것을 제안하지만, 그들은 운동장에서 친구들을 만나고 싶어한다."
test_355,"#Person1#과 #Person2#는 찐 새우와 닭발, 그리고 하우스 레드 한 병을 주문할 예정입니다."
test_356,#Person2#는 #Person1#에게 지난 겨울 방학에 미국에서 온 몇몇 외국인 관광객 그룹을 안내했다고 말합니다.
test_357,잭이 #Person2#의 더블룸 예약을 도와줍니다.
test_358,"질이 마크에게 전화를 걸어 데이비드의 생일 파티에 대해 이야기한다. 질은 아내가 딸을 낳았고, 그는 아들과 함께 살고 있다고 말한다."
test_359,#Person2#는 남편이 좋아하지 않을 것 같아서 #Person1#에게 내일 극장에 가자고 제안한다.
test_360,#Person2#는 #Person1#에게 캘 리픈이 홈런을 쳤고 현재 점수가 5대 4라고 말합니다. 그들은 야구 경기를 보기 위해 이곳에 왔습니다.
test_361,#Person2#는 #Person1#에게 도움을 제공하고 감사하다고 말합니다.
test_362,"#Person2#는 #Person1#에게 #Person2#의 나라에서 천연자원을 많이 수출하고 있으며, 그들이 자급자족할 수 있다고 말합니다."
test_363,#Person1#은 #Person2#에게 예술 전시회를 방문하는 것을 좋아한다고 말합니다. 그들은 내일 국립 갤러리에서 열리는 그리스와 로마 조각전에 가기로 계획하고 있습니다.
test_364,#Person1#은 #Person2#가 책과 비디오를 반납하는 것을 도와줍니다.
test_365,#Person1#은 #Person2#에게 볼링 게임에 대한 더 자세한 설명을 해줍니다.
test_366,#Person1#은 #Person2#에게 은행과 증권사 간에 송금할 수 있는 새로운 서비스와 고객이 주식 투자자인 경우 추가 혜택을 제공한다고 말합니다.
test_367,#Person1#은 체크아웃 30분 전에 짐을 보관할 곳이 필요합니다. #Person2#는 #Person1#에게 VISA를 제시하여 비용과 보증금 없이 체크인을도와줍니다.
test_368,#Person2#는 세 명을 위한 파티에 참석하고 싶어합니다. #Person1#은 #Person2#에게 음식 제공 장소와 음료 요금에대해 알려줍니다.
test_369,#Person2#는 해외유학 대출에 대한 정보를 얻기 위해 #Person1#에게 도움을 청하고 있습니다.
test_370,#Person2#는 #Person1#에게 영어 노래를 찾는 데 몇 분 더 걸릴 수 있다고 말합니다.
test_371,#Person2#는 인상적인 글쓰기 경험을 가지고 있습니다. #Person1#은 #Person2#가 이 직무에 관심을가진 이유를 알고 싶어합니다.
test_372,#Person1#은 잭에게 면접 결과를 적극적으로 물어보는 것이 최선이라고 말한다. 그들은 또한 문의서는 간결하게 작성하고 어떤 답변도 놓치지 않도록 주의해야 한다고 생각한다.
test_373,#Person2#는 #Person1#에게 #Person2#의 집을 보여주고 옥수수 이삭을 나무 가지에 매달아 놓는 이유를 설명합니다.
test_374,"#Person2#는 #Person1#에게 체크아웃 시간이 얼마 남지 않았다고 말하고, 수하물은 보증금을 납부하고 보관소에 맡길 수 있다고 말합니다."
test_375,"브랜든이 #Person1#에게 새로운 웹사이트에 가입하도록 도와주고 글쓰기 기술을 향상시킬 수 있다고 말한다. 하지만 #Person2#는 그것이무료가 아니며 신용카드 정보를 입력해야 한다고 말하고, 그 후 브랜드는 자신의 영어 실력을칭찬한다."
test_376,"#Person1#과 #Person2#는 교장이 새로운 실험실 건물을 지을 것이라고 생각하지만, 그 계획은 아직 결정되지 않았습니다."
test_377,케이트는 헨리에게 은행에서 준 신용카드를 가지고 다니게 된 것이 기쁘다고 말한다. 헨리는 카드가 돈을 쓰기 쉽게 만들어준다고 생각한다.
test_378,스미스씨는 #Person1#에게 내일 계획된 두 마을 방문에 대해 설명합니다. 그들은 오전 중 어느 지역을 선호하는지 알려줄 것입니다.
test_379,"벳은 #Person1#에게 스트레스와 우울증을 다루는 방법, 아기를 가지게 되면서 목표나 꿈을이루는 데 방해가 된 경험,그리고 미래의 계획에 대해 이야기한다."
test_380,#Person2#는 9년 동안 우표 수집을 해왔습니다. #Person1#은 #Person2#에게 처음 발행된 두 장의 사진이 퀸 빅토리아와 그의 아들 엘리자베스의사진이라는 것을알게 됩니다.
