fname,summary
test_169, #Person2# 는 #Person1# 에게 무슬림들이 메카로 순례를 가는 이유에 대해 이야기한다. #Person2# 의 사람들은 종종 사람들이 밀려 넘어지고 사망하는 경우가 있다고 말한다. 그 이유는 순례자들이 크고 신성한 검은 돌 주위를 돌아야 하기 때문이다. 
test_170, #Person2# 는 #Person1# 에게 센트럴 백화점으로 가는 길을 알려줍니다.                                   
test_171, #Person1# 과 #Person2# 는 다음 주 런던에 함께 갈 예정이다. #Person1# 은 기차 대신 차로 가는 것이 더 좋다고 제안한다.                          
test_172,  캐서린과 톰은 점심에 대해 이야기하고 있다. 그들은 패스트푸드가 건강에 좋지 않다고 생각하기 때문에 점심은 집에서 싸온 점심을 먹었다. 그들은 맥도날드나 KFC와 같은 최고의 브랜드가 전부 미국 것이라고 생각한다.  
test_173, #Person2# 는 #Person1# 의 도움으로 레모네이드 한 잔과 베이비 백 립을 주문했습니다.                              
test_174," #Person1# 은 #Person2# 의 도움으로 더블 치즈버거, 감자튀김, 라지 사이즈 주문을 도와줍니다.                         "
test_175," #Person1# 은 #Person2# 에게 베이킹과 계란, 반숙 계란을 만들어 달라고 요청한다.                                "
test_176, #Person2# 는 그랜드 호텔을 #Person1# 에게 소개합니다.                                         
test_177, #Person1# 은 아이들에게 미국 경찰이 어떻게 생겼는지 보여주고 싶어합니다.                                         
test_178, #Person2# 는 #Person1# 에게 선셋 호텔로 가는 방법을 알려줍니다.                                     
test_179, #Person2# 는 미국에 공부하러 가기 위해 비자를 신청했습니다. #Person1# 는 #Person2# 에게 미국 가는 비자는 받기가 매우 어렵다고 말합니다. 왜냐하면 신청서가 몇 시간이나 걸리고 필요한 서류를 준비해야 하기 때문입니다.       
test_180,  앤은 #Person1# 에게 지난번에 밤새도록 웃고 이야기했기 때문에 피곤하다고 말한다. 그들은 내일 술집에서 만날 예정이다.                          
test_181,"  메리는 #Person1# 에게 온라인 쇼핑이 편리하고 시간을 절약할 수 있다고 말한다. #Person2# 는 온라인 은행에 계좌를 개설해야 하며, 전 세계 곳곳의 모든 물건을 찾을 수 있다.              "
test_182, #Person2# 는 #Person1# 에게 미국식 회계에 익숙하지 않다고 말합니다.                                     
test_183,"  제인은 피터에게 여름에 시안에 가자고 제안하지만, 피터는 돈이 부족하기 때문에 일주일 동안 그곳에 머무르기로 결정한다. 그들은 북부 지방에 사는 부모님이 있으면 좋을 것 같다고 생각한다.          "
test_184," #Person2# 는 #Person1# 의 딸에게 로맨스 영화를 대여하고 싶어합니다. #Person2# 의 도움으로 신작 3.50달러, 신작은 5달러를 대여합니다.                   "
test_185, #Person1# 은 #Person2# 에게 미스터 리를 찾는 데 도움을 줍니다.                                    
test_186, #Person2# 는 #Person1# 에게 공항이 폐쇄되어 내일 아침까지 비행기가 뜨지 못한다고 말한다. #Person2# 의 나쁜 습관은 불을 켜놓지 않으면 잠을 자지 못하는 습관이다.             
test_187, #Person1# 은 #Person2# 에게 #Person1# 의 도움으로 식당을 찾아주기로 결정했다.                                  
test_188, #Person2# 는 #Person1# 에게 불면증에 대한 강의가 스트레스 해소와 긴장을 푸는 데 도움이 된다고 말한다. #Person2# 은 요가 수업을 듣거나 이완 요법을 배우면 불안함을 해소할 수 있다고 조언한다.       
test_189, #Person1# 은 주방을 완전히 새롭게 만들고 싶어합니다. #Person2# 는 인테리어가 구식이 아니라고 생각합니다.                                
test_190,  스털링은 월터에게 우드 교수님이 뛰어난 과학자라고 말한다.                                   
test_191, #Person2# 는 검사 결과가 명확하지 않아서 한 번 더 확인해보고 싶어합니다. #Person1# 은 오후에 #Person2# 를 찾아갈 예정입니다.                          
test_192,  마틴이 엘리자 선생님에게 다가오는 시험 준비에 대해 이야기하고 있습니다. 램 선생님은 그녀의 문제를 해결하는 데 도움을 주었습니다.                      
test_193, #Person1# 은 #Person2# 의 도움으로 소포를 특급으로 한국에 보내고 싶어합니다.                                  
test_194,  린다는 호텔 방을 샅샅이 뒤졌지만 휴대폰이 보이지 않습니다. #Person1# 은 린다에게 아침 먹은 빵집에 두고 온 휴대폰을 찾아달라고 요청합니다.                 
test_195, #Person2# 는 #Person1# 에게 로스앤젤레스에서 이틀 더 머물 예정이며 음료를 한 잔 더 가져다 줄 것이라고 말합니다.                          
test_196, #Person1# 은 #Person2# 에게 여름방학 동안 공부에서 벗어나 쉬고 싶다고 말한다.                               
test_197,  메리는 #Person1# 에게 12번지의 정원 문이 잠겨 있었다고 말한다. #Person2# 는 메리에게 메모가 울타리를 뛰어넘어 문 쪽으로 갔지만 거대한 개가 그를 향해 달려왔다는 것을 상기시킨다.     
test_198," #Person2# 는 #Person1# 에게 #Person2# 의 회사가 6년 동안 열정적이었다고 말합니다. #Person3# 는 새로운 기술을 배울 수 있게 도와주고, 여행할 기회가 많지 않습니다.                "
test_199," #Person1# 은 당좌예금 계좌를 개설하고 싶어합니다. #Person2# 는 #Person1# 에게 이자를 어떻게 주는지 설명하고, 돈을 어떻게 인출하는지 알려줍니다.                "
test_200, #Person1# 은 배가 고파 죽겠다. #Person2# 는 #Person1# 에게 중국 요리를 추천하고 근처에 있는 베이징 오리 구이를 추천한다.                     
test_201," #Person1# 은 #Person2# 에게 배송이 느리다고 말하고, #Person1# 이 양모가 가능한 한 빨리 도착하면 주문 물량을 싣는 데 동의한다고 말합니다.                 "
test_202, #Person2# 는 방의 독서등을 깨뜨려서 #Person1# 의 객실 번호를 알려줍니다.                               
test_203, #Person1# 과 #Person2# 는 2006 회계 연도 마케팅 계획에 대해 이야기하고 있습니다. #Person1# 은 목표를 달성했는지 평가하기 위해 데이터를 보면서 고려해야 할 세 가지를 소개합니다.                
test_204, #Person2# 는 파리에서 출발하여 밀라노로 가는 유럽 여행 계획을 #Person1# 에게 알려줍니다.                             
test_205,  지미 폭스씨가 중형 차량 예약을 했지만 모든 차량이 예약되었습니다. #Person1# 은 예약의 가장 중요한 부분인 유지의 의미가 무엇인지 설명합니다. #Person2# 는 보험을 듭니다.            
test_206, #Person1# 은 아빠가 공부방에서 일하고 있다는 것을 알게 된다. #Person2# 는 #Person1# 에게 5분 동안 아무것도 만지지 말라고 경고한다.                       
test_207,  앤이 존스 씨에게 전화를 걸어 이번 주 회계사와의 회의 일정을 알려줍니다.                                
test_208, #Person1# 은 #Person2# 에게 세계 지도를 보고 있다고 말한다. #Person1# 의 지도는 지리적 특성만 보여주기 때문에 세계의 대부분이 물로 덮여 있다.                  
test_209, #Person2# 는 #Person1# 에게 금연 방을 예약했지만 방에서 담배 냄새가 너무 심하다고 말합니다.                               
test_210, #Person1# 은 빌에게 젖은 페인트에 손대지 말라고 경고한다. 빌은 #Person1# 에게 공지를 붙이러 걸어가고 있다고 말한다.                 
test_211,  벤은 엘라의 번호를 얻기 위해 전화를 합니다. #Person1# 은 곧 엘라를 만날 수 있기를 바랍니다.                            
test_212,  짐은 빌에게 멋진 딕이 이탈리아에서 돌아온 후로 아팠다고 말한다. 빌은 #Person1# 에게 윌리엄 박사가 가능한 한 빨리 일할 수 있다고 말했다.                
test_213," #Person1# 은 #Person2# 에게 야근에 대한 추가 급여를 주지 않는 최저임금으로 일하고 있다고 말한다. #Person1# 는 이것이 법으로 금지되어 있지 않으며, 고용주가 직원에게 공정한 임금을 주도록 요구하는 법이 있는 것 같다고 생각한다. "
test_214,  리사는 #Person1# 에게 마크가 두 달 동안 다른 사람을 만나고 있었다는 것을 알게 되었다고 말한다. 그 후 #Person2# 는 그에게 진실을 말하거나 그녀와의 관계를 끝내지 않으면 이혼하겠다고 말했다.          
test_215, #Person2# 는 #Person1# 에게 적색 육류를 줄이면서 식단을 정리하라고 조언했습니다.                                
test_216, #Person2# 는 #Person1# 에게 #Person2# 가 가야 한다고 말한다. 왜냐하면 그 약속이 지켜지지 않기 때문이다.                             
test_217, #Person2# 는 학생증이나 입장카드만 있으면 도서관에서 책을 대출하거나 저널이나 잡지를 읽을 수 있다고 #Person1# 에게 알려줍니다.                     
test_218, #Person1# 과 #Person2# 는 날씨가 좋은 날에 대해 이야기하고 있습니다. 그들은 날씨가 계속 좋다면 해변으로 가기로 결정합니다.                          
test_219, #Person1# 은 #Person2# 에게 필름을 압수하고 카메라를 돌려줄 것을 요청한다.                                 
test_220, #Person2# 는 대출 신청에 대한 정보를 얻기 위해 #Person1# 에게 전화를 합니다.                                   
test_221,"  모니카는 #Person1# 에게 회의 때 발표가 성공적이었고, 모두가 그의 연설에 감동했다고 말한다. #Person2# 는 또한 발표에서의 몇몇 통계는 찾기 쉽지 않았을 것이라고 생각한다. 그들은 지난 주에 경제 전문가에게 상담했다.   "
test_222, #Person1# 은 톰에게 러닝하러 가자고 제안한다. 톰은 아침에 달리는 것을 좋아하기 때문에 #Person1# 에게 동의한다.                         
test_223, #Person2# 는 #Person1# 에게 일본 레스토랑의 메뉴와 저녁의 마지막 주문을 알려줍니다.                               
test_224, #Person1# 은 심슨 씨가 좋아하실 만한 장소를 추천한다. #Person2# 는 12시 30분에 도착할 것이다.                          
test_225, #Person1# 은 데이트를 레스토랑에 데려가려고 합니다. #Person2# 는 #Person1# 에게 좋은 평가를 받은 그래마시 타번의 테이블을 예약해 달라고 요청합니다.             
test_226," #Person2# 는 #Person1# 에게 오리구이가 25달러, 돼지고기 한 접시가 42.50달러라고 말합니다.                     "
test_227," #Person2# 는 #Person1# 에게 #Person2# 의 나라에서 축구를 좋아하고, 일부 사람들이 테니스를 좋아하며, 일부 사람들은 시도해보는 것이 두렵다고 말합니다.               "
test_228," #Person1# 은 #Person2# 의 도움으로 헬싱키, 핀란드로 가는 비행기 예약을 도와줍니다.                        "
test_229, #Person1# 과 #Person2# 는 내일 플로리다로 날아가서 할머니를 방문할 예정입니다.                            
test_230, #Person2# 는 #Person1# 에게 호주에 가고 싶다고 말합니다.                                 
test_231,"  로라는 #Person1# 에게 몸매 관리를 위해 헬스장에 가는 중이라고 말한다. 그녀는 운동과 즐거움을 위해 많이 걷는 편이다. 그녀는 친구들과 정기적으로 테니스를 치고, 가끔 혼자 수영하거나 자전거를 타는 것을 좋아한다.  "
test_232, #Person2# 는 #Person1# 에게 #Person2# 가 시카고에서 태어났고 뮌헨에서 대학을 다녔다고 말한다. 그 기간은 대략 11년이다.                
test_233, #Person2# 는 #Person1# 에게 새로운 정장을 쇼핑 센터에서 샀다고 말합니다.                              
test_234,  로빈은은 마사 자전거 클럽의 회장인 앤에게 산호수 자전거 투어가 무엇인지 설명합니다. 앤은 사이클리스트들이 자전거를 타는 데 대략 7시간에서 9시간이 걸린다고 말합니다.      
test_235," #Person2# 는 #Person1# 에게 컴파리, 젓는 것, 그리고 싱거를 주문하는 데 도움을 줍니다.                       "
test_236,"  그레고리와 에릭은 점심 식사를 함께 하자고 제안한다. 그들은 진지한 스포츠에 열중하고 있고, 에릭이 지갑을 잃어버린 것 같다고 생각한다.             "
test_237, #Person2# 는 제2차 세계 대전에 대한 정보를 찾고 싶어합니다. #Person1# 은 #Person2# 에게 노르망디 상륙작전을 입력하라고 제안합니다.                 
test_238, #Person2# 는 #Person1# 에게 근육의 탄력과 몸매를 원한다면 무거운 웨이트를 사용하는 것을 권장합니다.                        
test_239, #Person2# 는 #Person1# 에게 캠퍼스 내에 주차할 공간이 필요하다고 말합니다.                               
test_240,"  수잔은 #Person1# 에게 FICA와 SUI Y 세금이 무엇인지, 그리고 메디케어와 건강 보험 계획에 대한 공제가 무엇인지 설명한다.              "
test_241," #Person2# 는 #Person1# 에게 기계로 물건을 어떻게 사는지 알려주고, #Person2# 가 선택한 다음 최고로 잘 풀리길 바란다고 말한다.                "
test_242, #Person2# 는 태국에 여자친구를 만나러 가려고 한다. #Person1# 는 #Person2# 에게 인터넷이 상호작용을 훨씬 빠르게 만들어 사람들이 훨씬 더 빨리 서로를 알게 된다고 말한다.          
test_243,  케이트는 제임스에게 새 가구를 사고 장식을 다시 하려고 돈을 모았다고 말한다. 제임스는 그의 카펫을 칭찬한다.                    
test_244,  빌은 아침 식사 전에 조깅을 하고 점심시간에 30분 동안 체육관에서 운동한다. #Person1# 은 빌에게 댄스 수업을 제안한다.                    
test_245,  마르켓은 #Person1# 에게 올해 졸업하려면 과학 과목을 수강해야 한다고 말한다.                            
test_246,  팀과 #Person2# 는 친환경적인 삶을 어떻게 이끌어갈 것인지에 대해 이야기하고 있다. #Person1# 은 학교에 있을 때 실제로 친환경적으로 어떻게 행동하는지 이야기한다.              
test_247, #Person1# 은 토니에게 크리스마스가 다가오고 있지만 요즘 모든 것이 잘못되고 있다고 말한다. 토니는 크리스마스 전에 아이들을 위한 선물을 파는 것이 너무 불쾌하다고 생각한다.            
test_248,  빌이 #Person1# 에게 생일 파티를 위해 만든 케이크를 먹으라고 요청한다. 수와 빌은 케이크 대신 샐러드와 뜨거운 수프를 먹는다.            
test_249," #Person2# 는 #Person1# 에게 여름용 모든 상품이 20% 할인된 티셔츠를 추천하고, #Person2# 의 치마와 바지를 추천한다.                  "
test_250, #Person2# 는 72시간 이내에 재확인하지 않는 모든 예약이 취소되었습니다. #Person1# 은 다음 티켓을 원합니다.                        
test_251, #Person1# 과 #Person2# 는 부활절에 대해 이야기하고 있다. #Person1# 은 어른들이 이것들을 숨기는 동안 아이들은 집에서 기다리고 있다.                    
test_252," #Person1# 은 #Person2# 에게 토니가 요즘 나쁜 습관을 가지고 있다고 말한다. #Person1# 의 아들은 토니에게 인내심, 애정, 존중을 가지고 대해야 한다고 조언한다.        "
test_253," #Person1# 은 #Person2# 에게 줄리와 알렉스가 결혼할 것이라고 말한다. 그들은 술 게임을 하고, 그에게 장난 선물을 주고 그냥 좋은 시간을 보낼 것이다.                  "
test_254, #Person2# 는 투표용지를 어디서 받아야 할지 모른다. #Person1# 은 #Person2# 에게 신분증을 보여달라고 요청한다.                       
test_255, #Person1# 은 #Person2# 에게 회사가 곧 인력을 줄일 것이라고 말한다. 그 이유는 조지가 아첨꾼이고 앤디는 상사의 시부모와 관련이 있기 때문이다. 그 후 #Person1# 는 리사와 함께 인력 감축에 대해 이야기한다. 
test_256," #Person2# 는 #Person1# 에게 중국 스타일 이혼이라는 중국 TV 시리즈를 보고 있다고 말한다. 그들은 이혼이 빠르게 끝나는 경향이 있으며, 이는 80년대 후반 세대의 전형적인 것이라고 생각한다.             "
test_257, #Person1# 은 주디에게 여행 일정에 대해 이야기한다. 주디는 교통비와 유스호스텔에 많은 돈을 지출한다.                       
test_258, #Person2# 는 #Person1# 에게 메리가 제로드와 결혼했다고 말한다.                                 
test_259," #Person2# 는 지갑을 잃어버렸습니다. #Person1# 은 #Person2# 에게 돈을 빌려주고, 금요일에 갚을 것입니다.                         "
test_260, #Person1# 은 #Person2# 에게 머피 뮤직과 U-튠즈가 합병한다는 소식을 전합니다. #Person1# 는 이것이 너무 의심스럽다고 생각합니다.                   
test_261,  조는 #Person1# 에게 톰의 새로운 비서에 대해 이야기한다.                                  
test_262,  사라는 #Person1# 에게 회의를 주재한 사람이 밥이라고 말한다. 그는 사무실의 업무 흐름을 효율적으로 만들기 위한 아이디어를 생각해 내려고 했지만 회의 주제는 회의가 효율적이지 못했다. 그는 짧고 간결하게 말해야 한다고 제안한다. 
test_263, #Person2# 는 #Person1# 에게 무슬림들이 메카로 순례를 간다고 말한다. #Person2# 의 순례자들은 크고 신성한 검은 돌 주위를 돌아다니기 때문에 종종 사람들이 밀려 넘어지고 사망하는 경우가 있다고 한다.  
test_264,  테드는 마이크에게 제니가 테드에게 반했다고 말한다. 마이크는 그녀에게 고백할 용기가 없기 때문에 테드를 겁내기 시작한다.                   
test_265, #Person2# 는 화가 날 때 보통 먼저 진정하고 화를 일으킨 원인에 대해 이야기합니다. #Person1# 는 운동도 화를 풀기 좋은 방법이라고 생각합니다.                   
test_266," #Person1# 은 #Person2# 에게 뉴질랜드에 있는 가족에 대해 이야기합니다. #Person1# 의 아빠는 뉴질랜드의 삼촌 빌, 그의 아내와 두 딸, 그리고 사라의 계모인 사라를 소개합니다.        "
test_267,  스튜어트 씨는 #Person1# 에게 도시 마라톤에서 우승했다고 말합니다.                                 
test_268, #Person1# 은 아이들과 아내를 위한 선물을 고르고 있습니다. #Person2# 는 #Person1# 에게 50ml에 거의 70달러에 판매하는 DENY 브랜드를 추천합니다.               
test_269, #Person1# 은 로밍 요금을 감당할 수 없어서 홍에게 현지 SIM 카드를 사용하라고 제안한다.                           
test_270,"  브라운 씨는 #Person1# 에게 한 달에 1,800 위안의 수수료를 받고, 토요일과 일요일은 쉴 수 있으며, 유급 휴가를 가질 수 있다고 말합니다.               "
test_271, #Person1# 은 배리를 좋아하지만 #Person2# 는 폴을 좋아한다. #Person1# 는 그들이 항상 새로운 사람들과 이야기하고 있기 때문에 낯을 가릴 수 없다고 생각한다.                
test_272," #Person1# 은 집을 사고 싶어합니다. #Person2# 는 파사디나나 아카디아에 관심이 있고, #Person1# 는 중간 크기의 집을 원합니다. 그들은 전망이 있는 집을 선호합니다.             "
test_273, #Person1# 은 그랜트 씨에게 샘플들을 남겨두고 가는 것을 제안합니다.                                
test_274, #Person2# 는 #Person1# 에게 PHS에서 Sons까지 가는 버스를 어떻게 타야 하는지 알려줍니다.                        
test_275,  이 씨가 #Person1# 에게 워드 여사님을 집까지 태워다 달라고 요청한다.                             
test_276, #Person1# 은 #Person2# 에게 자켓을 벗고 셔츠를 입으라고 요청한다. #Person1# 의 어깨는 엑스레이를 찍는 것이 좋을 것 같다.             
test_277," #Person2# 는 카드를 잃어버렸습니다. #Person1# 은 셸리에게 국제 신용 카드를 어디에 두었는지 물어보고, 카드를 다시 찾지 못했다고 말합니다.                  "
test_278, #Person1# 은 #Person2# 가 잠들 때까지 전화기를 뽑아 놓는 것을 제안한다.                                
test_279," #Person1# 은 #Person2# 에게 중국 음식, 서양 음식 중 어떤 것을 주문하는지 알려줍니다. #Person1# 는 두유, 고추장, 그리고 소고기를 주문합니다.              "
test_280, #Person1# 과 #Person2# 는 차례를 위한 음식 준비에 대해 이야기하고 있습니다.                                 
test_281, #Person1# 은 스탠리의 노래를 듣고 싶어한다. #Person2# 는 그 노래를 목록 맨 앞에 둘 것이다.                              
test_282, #Person1# 과 #Person2# 는 영화 상영의 개념을 혁신해야 한다고 생각합니다.                                  
test_283, #Person1# 은 #Person2# 에게 갈색 드레스를 추천합니다. #Person1# 의 생각에는 가벼운 것을 원합니다.                          
test_284,  조슈아는 아빠에게 13달러를 빚졌다. 아빠는 매주 토요일마다 돈을 잊어버린다. #Person1# 은 아빠의 비밀 돈통을 가져갈 것이다.                 
test_285, #Person1# 과 #Person2# 는 마이크의 생일 파티에 대해 이야기하고 있다.                                  
test_286, #Person1# 은 #Person2# 에게 소포를 우등 우편으로 보내고 싶다고 말합니다.                               
test_287, #Person2# 는 #Person1# 에게 중국의 지진이 세계에서 가장 심각한 자연 재해 중 하나라고 말한다.                             
test_288, #Person1# 과 #Person2# 는 날씨에 대해 이야기하고 있습니다. #Person1# 은 봄이 곧 올 것이라고 생각합니다.                                      
test_289, #Person1# 과 #Person2# 는 배구 경기 후에 올림픽 기념품 가게에 가기로 결정했습니다. #Person1# 은 인형 다섯 개를 사고 세트를 여러 개 사면 할인을 받을 수 있다고 말했습니다.                     
test_290, #Person1# 은 #Person2# 의 도움으로 16인치 알루미늄 팬을 구입합니다. #Person1# 는 그것이 가볍고 가벼운 나무 핸들이 달려 있다고 생각합니다.                            
test_291, #Person1# 과 #Person2# 는 퇴근 후에 만나기로 결정했습니다.                                                
test_292,  베커 씨는 워싱턴의 공무원들이 자신들의 일을 즐기는 이유를 이해할 수 있을 것 같다고 생각합니다. 그는 #Person1# 에게 급여와 근로조건이 매력적이어야 한다고 말합니다.                        
test_293,  피트와 헨리는 베이징 사무소에서 1년 넘게 근무한 헨리 존슨에 대해 이야기하고 있습니다. 그들은 베이징에서 태어나 브루클린에서 자랐습니다. 피트는 중국에서 생활하는 외국인이지만 베이징의 생활은 매우 좋습니다. 그들은 만두집에서 저녁을 먹고 노래방에 가기로 결정합니다. 
test_294,  줄리는 식중독으로 인해 일주일 동안 수업을 보지 못했다. 존스 선생님은 줄리에게 지난 일요일에 동창들 몇 명이 함께 좋은 식당에서 점심을 먹었다고 말한다. 그녀는 지금은 수업을 다 따라갈 수 있다.              
test_295,  마이크는 엄마가 바쁘기 때문에 엄마에게 음료를 준비하라고 요청한다. 엄마는 마이크에게 커피를 내리고 설탕을 사오라고 조언한다.                              
test_296," #Person2# 는 #Person1# 에게 베를린의 긴 버스 여행에 대해 이야기하고, 버스가 환경에 보탬이 되고 싶어한다고 말한다.                                 "
test_297," #Person2# 는 #Person1# 에게 여행을 좋아하고 사람들을 만나는 것을 좋아하며, 독일어랑 프랑스어를 꽤 잘하고, 일본어를 대략 1년 동안 공부했다고 말합니다.                            "
test_298,"  에이미는 에이미에게 어제 저녁에 제니랑 빌이 그녀를 소풍에 초대해서 집에 엄청 늦게 왔다고 말한다. 그들은 베이하이 공원에서 점심을 먹고, 점심 먹은 다음에는 산책하고 그곳의 아름다운 경치를 즐겼다.          "
test_299,"  피터는 #Person1# 에게 정원에 물을 달라고 요청하지만, #Person2# 는 물을 줄 필요가 없다고 생각합니다.                                      "
test_300, #Person2# 는 #Person1# 에게 가능한 한 빨리 비상 회의를 소집하라고 요청합니다.                                            
test_301," #Person2# 는 #Person1# 에게 편지에 붙일 우표가 필요하고, 무게를 재고, 당일 배송을 합치면 총 7달러가 든다고 말합니다.                             "
test_302, #Person1# 은 스미스 씨에게 가려움증과 화상을 완화시키는 크림을 처방하는 데 도움을 줍니다.                                    
test_303," #Person2# 는 #Person1# 에게 중국의 예술과 공예품이 훌륭한 솜씨로 유명하다고 말하고, #Person2# 의 가게에는 천 가지가 넘는 다양한 상품들이 있다고 말합니다.                         "
test_304, #Person2# 는 #Person1# 에게 에펠탑이 1889년 세계 박람회를 위해 지어졌다고 말합니다.                                      
test_305,  브라이언은 #Person1# 에게 미국에서 영어를 배웠으며 라스베가스에 가본 적이 없다고 말한다.                                   
test_306, #Person1# 은 #Person2# 에게 #Person1# 이 한 시간 전에 여기 있어야 했기 때문에 그를 걱정하고 있다고 말한다.                                     
test_307," #Person2# 는 #Person1# 에게 일이 순조롭게 진행되었다고 말하지만, #Person2# 가 그것을 하면 큰 문제에 휘말릴 것이라고 생각한다.                               "
test_308, #Person1# 은 #Person2# 에게 존이 일주일에 일곱 번 그녀와 데이트를 한다고 말한다.                                        
test_309," #Person1# 과 #Person2# 는 런던의 역사적인 도시들에 대해 이야기하고 있습니다. #Person1# 은 웨스트민스터 대성당, 보아디케아의 동상, 그리고 유명한 성과 감옥, 그리고 밀랍 인형 박물관을 보고 싶어합니다.              "
test_310,  다니엘이 #Person1# 에게 #Person2# 의 학년에 과학 과목이 추가되었다고 말한다. #Person3# 의 부모님은 그가 영리한 장난꾸러기라고 생각한다.                        
test_311, #Person1# 은 베티가 베이비 샤워를 열어준다. 베티는 아기를 위한 비비와 놀이펜을 선물로 준다. 칼라는 아기가 언제 태어날지 맞춰볼 사람이 필요하다.                   
test_312, #Person2# 는 #Person1# 에게 중국에 관광하러 가자고 제안하지만 지금은 안 된다고 말한다.                                         
test_313,  카렌과 팀은 서로 인사를 나눕니다.                                                  
test_314, #Person1# 은 #Person2# 에게 새로운 오토바이를 시도해봤지만 여전히 자전거를 사고 싶어하지 않는다고 말한다.                                    
test_315," #Person2# 는 #Person1# 에게 중국어, 프랑스어, 그리고 영어를 얼마나 많이 할 수 있는지에 대해 묻습니다. #Person2# 의 영어 능력은 일반적인 사무 업무를 수행하는 데 충분합니다.                        "
test_316, #Person1# 은 타일러네의 여동생 낸시에게 전화를 걸어 앤디가 전화했다고 앤디에게 알릴 것입니다.                                    
test_317, #Person1# 은 뉴욕행 비행기가 취소되었습니다. #Person2# 는 #Person1# 에게 내일 비행기를 예약해 달라고 요청합니다.                                   
test_318," #Person1# 과 #Person2# 는 점심에 버거퀸에 가기로 결정한다. 그들은 치즈버거, 프렌치 프라이, 마요네즈 소스, 그리고 튀김 음식에 대해 이야기한다.                   "
test_319, #Person1# 은 초과 수하물 요금을 내야 합니다. #Person2# 는 #Person1# 에게 취약한 물품 표시를 달아달라고 요청합니다.                                 
test_320, #Person1# 은 목이 말라 죽겠다. #Person2# 는 물을 마시고 싶어한다.                                           
test_321, #Person2# 는 #Person1# 에게 내일 량 씨와 약속이 있지만 내일 일정에 약간의 변경이 생겼다고 알립니다.                                  
test_322, #Person1# 은 #Person2# 의 도움으로 30사이즈의 유광 가죽 신발을 구매합니다.                                        
test_323,  벤자민은 프로젝트 보고서를 어떻게 써야 할지 몰라서 고민하고 있다. #Person1# 은 그에게 최종 결론에 대한 더 많은 세부 사항을 포함해야 한다고 조언한다. #Person2# 는 또한 보고서의 형식에도 주의를 기울여야 한다고 말한다.              
test_324, #Person2# 는 #Person1# 의 도움으로 해산물 피자와 바나나와 파인애플 피자를 주문합니다.                                     
test_325," #Person2# 는 #Person1# 에게 새우 칵테일과 토마토 수프를 주문하고, 메인 코스로는 양파 스테이크를, 식사 후에는 블랙 커피를 주문합니다.                       "
test_326," #Person2# 는 #Person1# 에게 멋진 거실, 넓은 식당, 그리고 편안한 침실 3개가 있는 집을 소개합니다.                                    "
test_327, #Person1# 은 #Person2# 에게 개인용 스테레오를 구매하는 과정에서 생긴 큰 긁힘에 대해 불평합니다. #Person1# 는 문제를 해결하기 위해 영수증을 보여줍니다.                      
test_328, #Person1# 은 내년 기숙사 보증금을 내는 데 한 시간이나 걸렸다. #Person2# 는 #Person1# 에게 캠퍼스 밖에서 살 생각을 하고 있다고 말한다.                            
test_329," #Person1# 은 중고 서점을 둘러보는 것을 즐긴다. #Person2# 는 #Person1# 에게 오래된 어린이 이야기 책을 추천하고, 그 책이 윌리엄 셰익스피어의 서명이 대략 백만 달러 정도라고 말한다.                 "
test_330, #Person2# 는 #Person1# 의 도움으로 베이징 오리를 주문하고 메뉴를 소개합니다.                                          
test_331, #Person1# 은 아들이 편지를 받게 하고 싶어합니다. #Person2# 는 #Person1# 에게 중요한 증명서가 들어있다면 등기 우편으로 보낼 수 있다고 말합니다.                            
test_332,  샐리와 존은 톰이 보낸 편지를 읽고 있다. 그들은 1월에 도시에 올 예정이다.                                       
test_333, #Person1# 은 #Person2# 에게 좌절감을 느끼고 스스로 컴퓨터를 구입할 수 있는 날을 기대하고 있다고 말합니다.                                     
test_334, #Person1# 과 #Person2# 는 이번 주말에 소풍을 가고 싶어합니다. #Person1# 은 날씨 예보에서 비가 올 것이라고 생각합니다.                                  
test_335, #Person2# 는 컴퓨터에 대한 일반적인 정보를 찾고 싶어합니다. #Person1# 은 #Person2# 에게 참고자료실을 소개합니다.                                    
test_336, #Person2# 는 #Person1# 의 도움으로 프렌치 가든 레스토랑에 도착합니다.                                          
test_337," #Person2# 는 #Person1# 의 도움으로 레모네이드, 바비큐 윙, 베이비 백 립을 주문합니다.                                "
test_338, #Person2# 는 #Person1# 에게 커피와 디저트를 저녁식사와 함께 주문하는 것을 제안합니다.                                      
test_339, #Person1# 은 #Person2# 에게 에릭이 로또에 당첨되면 세계 여행을 위한 티켓을 두 장 사겠다고 말한다. #Person1# 의 아빠는 놀라서 기절할 것이다.                       
test_340, #Person1# 은 잭의 새 강아지 사진을 칭찬한다.                                                
test_341, #Person1# 은 #Person2# 에게 톰의 자전거가 멋지지 않다고 말한다. #Person1# 의 엄마는 버스가 아직 오지 않아 걱정하고 있다.                               
test_342, #Person1# 은 치마를 찾고 있습니다. #Person2# 는 #Person1# 에게 400달러를 지불합니다.                                        
test_343, #Person2# 는 #Person1# 에게 도시가 빠르게 주요 산업 중심지로 성장했다고 말합니다. #Person2# 의 도시는 200년 전만 해도 그저 보잘것없는 작은 마을이었습니다.                      
